Designator,Mid X,Mid Y,Layer,Rotation
VolDWN1,29.650000,-29.000000,Top,0.000000
VolUP1,40.350000,-29.000000,Top,0.000000
bt1,97.450000,-29.000000,Top,0.000000
rst1,107.850000,-29.000000,Top,0.000000
swap1,87.050000,-29.000000,Top,0.000000
